Author Name,First Name,Gender,Probability,Reliable,Publication_Count,Article_1,Article_2,Article_3,Article_4,Article_5,Article_6,Article_7,Article_8,Article_9,Article_10,Article_11,Article_12,Article_13,Article_14,Article_15,Article_16,Article_17,Article_18,Article_19,Article_20,Article_21,Article_22,Article_23,Article_24,Article_25,Article_26,Article_27,Article_28,Article_29,Article_30,Article_31,Article_32,Article_33,Article_34,Article_35,Article_36,Article_37,Article_38,Article_39,Article_40,Article_41,Article_42,Article_43,Article_44,Article_45,Article_46,Article_47,Article_48,Article_49,Article_50,Article_51,Article_52,Article_53,Article_54,Article_55,Article_56,Article_57,Article_58,Article_59,Article_60,Article_61,Article_62,Article_63,Article_64,Article_65,Article_66,Article_67,Article_68,Article_69,Article_70,Article_71,Article_72,Article_73,Article_74,Article_75,Article_76,Article_77,Article_78,Article_79,End_Marker
"Dameri, R.P.",R.P.,male,0.9994929618834696,True,1,Driving IS value creation by knowledge capturing: Theoretical aspects and empirical evidences,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Damiani, E.",,unknown,0.0,False,1,A composite machine-learning-based framework for supporting low-level event logs to high-level business process model activities mappings enhanced by flexible BPMN model translation,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Damiani, Ernesto",Ernesto,male,0.9998480650905026,True,5,Driving knowledge acquisition via metric life-cycle in process intelligence,From low-level-event-logs to high-level-business-process-model-activities: An advanced framework based on machine learning and flexible BPMN model translation,Translating BPMN to business rules,Heterogeneous business process management: A metamodel-based approach,Knowledge and business intelligence technologies in cross-enterprise environments for Italian advanced mechanical industry - Project presentation-,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Damij, Nadja",Nadja,female,0.9999948578940938,True,2,Abdominal surgery process modeling framework for simulation using spreadsheets,Management of business processes in highly dynamic and low-structured scenarios,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Damij, Talib",Talib,male,0.9998043740386235,True,1,Abdominal surgery process modeling framework for simulation using spreadsheets,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Damjanovic, Violeta",Violeta,female,0.999997692250138,True,1,Ontology design patterns for the semantic business processes,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Damodaran, Purushothaman",Purushothaman,male,0.9995412832577898,True,1,Makespan minimization in a job shop with a BPM using simulated annealing,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dan-Mei, Xia",Xia,female,0.9994599114648915,True,1,Research and Design of Document Flow Model Based on JBPM Workflow Engine,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Danek-Bulius, Andreas",Andreas,male,0.999976339517162,True,1,"WoPeD - A ""Proof-of-Concept"" platform for experimental BPM research projects",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Danesh, Mohammad H.",Mohammad,male,0.9999978931239886,True,1,A distributed service oriented infrastructure for business process management in Virtual Organizations,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Danesh, Mohammad Hossein",Mohammad,male,0.9999978931239886,True,2,"Enterprise Capability Modeling: Concepts, Method, and Application",Representing and Analyzing Enterprise Capabilities as Specialized Actors - A BPM Example,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dang, Yabin",Yabin,female,0.7164889412493363,False,3,Bootstrapping Natural Language Querying on Process Automation Data,A-BPS: Automatic Business Process Discovery Service using Ordered Neurons LSTM,A Novel Part of Speech Tagging Framework for NLP Based Business Process Management,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dani, Vinicius Stein",Vinicius,male,0.9998707285752676,True,1,Natural Language Processing in Business Process Identification and Modeling: A Systematic Literature Review,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Daniel, Florian",Florian,male,0.9999672042878258,True,6,"Modeling, Enacting, and Integrating Custom Crowdsourcing Processes",Message Correlation and Web Service Protocol Mining from Inaccurate Logs,Business Compliance Governance in Service-Oriented Architectures,Blockchains for business process management - Challenges and opportunities,On the systematic development of domain-specific mashup tools for end users,Developing domain-specific mashup tools for end users,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Daniel, Klaus",Klaus,male,0.9999519344977958,True,1,Process training to support change necessary within the scope of process implementation,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Danikauskas, Tomas",Tomas,male,0.999996989207828,True,1,Extracting business vocabularies from business process models: SBVR and BPMN standards-based approach,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Daniyan, I. A.",,unknown,0.0,False,1,Development of a Business Process Modelling Framework for Continuous Improvements in Organisations,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dannecker, A.",,unknown,0.0,False,1,Relevance of Topics in Workflow-Based Student Projects,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Danov, Petko",Petko,male,0.9944724506498938,True,1,Technology for Multiplication and Analysis of Results Using Classes of Digital Twins in the Process of Designing Business Process Management Systems,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Danylevych, Olha",Olha,female,0.9999610895780094,True,1,Service networks modelling: An SOA & BPM standpoint,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Daoud, Eduard",Eduard,male,0.9999802173363552,True,1,Process learning environments,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darawsheh, Saddam Rateb",Saddam,male,0.9998677766120708,True,2,Utilizing business intelligence and digital transformation and leadership to enhance employee job satisfaction and business added value in greater Amman municipality,"The effects of big data, artificial intelligence, and business intelligence on e-learning and business performance: Evidence from Jordanian telecommunication firms",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darban, Mehdi",Mehdi,male,0.9998841882341888,True,1,Antecedents and consequences of perceived knowledge update in the context of an ERP simulation game: A multi-level perspective,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dargan, Tuhina",Tuhina,female,0.9996101868963596,True,1,Designing engaging e-Government services by combining user-centered design and gamification: A use-case,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darimont, Robert",Robert,male,0.9999776797436908,True,2,Towards Goal-oriented Analysis and Redesign of BPMN Models,Towards goal-oriented analysis and redesign of BPMN models,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darisaplis, Christos",Christos,male,0.999939698147882,True,1,Towards a Software System for Facilitating the Reuse of Business Processes,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darmayanti, Nungki Dian Sulistyo",Nungki,female,0.9715694450674048,True,1,Transactional Business Process Redesign of Procurement Planning System using Heuristic Method,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dartmann, Guido",Guido,male,0.999905551240006,True,1,A framework for AI-based self-adaptive cyber-physical process systems,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darzi, Elmira",Elmira,female,0.9999937010417432,True,1,Enhancing Procurement Performance in Project-Oriented Organizations: A Process Analysis Approach,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Das, D.",,unknown,0.0,False,1,Accelerated Exploration Portfolio Management using Integrated Digital Planning Platform - Exploration Portal,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Das, Debabrata",Debabrata,male,0.9931069504226936,True,1,Workflow based design for blending services over IP Multimedia Subsystems (IMS) with service capability interaction manager,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Das, Jaydeep",Jaydeep,male,0.9999714462443984,True,1,CLAWER: Context-aware Cloud-Fog based Workflow Management Framework for Health Emergency Services,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Das, Sujit",Sujit,male,0.9995068868185294,True,1,"Soil survey to support land use/land cover planning in BPS and BPM region in Gangajalghati block, West Bengal, India",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dat, Pham Thanh",Pham,male,0.8838486432376136,True,2,Study of p-ICN defined performance measurement Enterprise Architecture,Study of p-ICN defined performance measurement Enterprise Architecture,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Datta, Rahul",Rahul,male,0.9999903584256896,True,1,Model Predictive Analysis for AutonomicWorkflow Management in Large-scale Scientific Computing Environments,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Daum, Michael",Michael,male,0.9999876221560686,True,1,Integrating CEP and BPM: how CEP realizes functional requirements of BPM applications (industry article),$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dausien, Kristof",Kristof,male,0.999991346260397,True,1,Approaching Dielectric Silicon Slot Waveguides for THz Frequencies by Simulation From Optical and Electrical Points of View,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dave, Bhargav",Bhargav,male,0.9999921515667216,True,1,Business process management - A construction case study,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David, Ghiurău",Ghiurău,unknown,0.6499889011628425,False,1,Exploring the Impact of Workflow Engines on Business Process Management in Enterprise Applications. A case-study: Camunda,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Davis, Christopher J.",Christopher,male,0.9999877129093514,True,1,Understanding quality in declarative process modeling through the mental models of experts,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Davis, Joseph",Joseph,male,0.9999763849079152,True,1,Service learning and teaching foundry: A virtual SOA/BPM learning and teaching community,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Davo, Joaquin Antonio Lopez",Joaquin,male,0.9999895083990976,True,1,Developing Environmental Adaptative Comfort Using Internet of Things and Business Process Management: Application in a University Building,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dawson, Ed",Ed,male,0.9999897031004124,True,2,PAIS Access Control Model Characteristics Analysis,BP-XACML an authorisation policy language for business processes,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dayal, U.",,unknown,0.0,False,1,A transactional nested process management system,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dayan, Gabriel Silvatici",Gabriel,male,0.9999678001289708,True,1,Modeling industrial business processes for querying and retrieving using OWL+SWRL,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Albuquerque Bastos, Helena Cristina",Helena,female,0.9999966259393464,True,1,An approach to BPM integration and requirement specification considering the concepts of agility; [Uma Abordagem para Integração de BPM e a Especificação de Requisites Considerando os Conceitos de Agilidade],$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Albuquerque, João Porto",João,male,0.9999597809713936,True,2,The tension between business process modelling and flexibility: Revealing multiple dimensions with a sociomaterial approach,Making a link between strategy and process model collections: A multi-layered approach,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Almeida Rodrigues, Raphael",Raphael,male,0.9999782514843298,True,1,BPMN model and text instructions automatic synchronization,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Antonellis, Valeria",Valeria,female,0.9999950631122844,True,1,A Blockchain-Based Approach for Trust Management in Collaborative Business Processes,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Araújo E Silva, Flávia",Flávia,female,0.998015209693412,True,1,Performance indicators and their relationship with organizational strategy a study in brazilian companies,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Backer, Manu",Manu,male,0.9827395328168212,True,3,Sustainability performance measurement: A preliminary classification framework of models and indicators,On the importance of organisational culture and structure in business process maturity,Towards a decision tool for choosing a business process maturity model,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Barros, Márcio O.",Márcio,male,0.9969978160111964,True,2,The influence of human capabilities in effort estimation of business processes modeling projects,An estimation procedure to determine the effort required to model business processes,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Bock, Joshua",Joshua,male,0.9999478409486502,True,1,The origin and evolution of syntax errors in simple sequence flow models in BPMN,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Bruyn, Peter",Peter,male,0.9999580684529622,True,1,A case study on entropy generation during business process execution: A Monte Carlo simulation of the custom bikes case,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Carlo, Francesca",Francesca,female,0.9999873243455308,True,1,Project IAAP: An Overview on Optimizing Business Process in Smart Enterprises,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Carvalho, Renata Medeiros",Renata,female,0.9999937852557952,True,1,REFlex: An efficient web service orchestrator for declarative business processes,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Castro, V.",,unknown,0.0,False,1,Automatic execution of business process models: Exploiting the benefits of Model-driven Engineering approaches,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Cesare, Sergio",Sergio,male,0.9999761025266936,True,1,Toward the Automation of Business Process Ontology Generation,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Craemer, Alexander",Alexander,male,0.9999914495946162,True,1,Measuring the Complexity of DMN Decision Models,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De F.r. Loures, Eduardo",Eduardo,male,0.9999664554772328,True,1,Modeling business rules for supervisory control of process-aware information systems,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Figueirêdo, Hugo Feitosa",Hugo,male,0.9999959578630684,True,1,Visual modeling of workflow with support to multimedia and spatiotemporal indexing,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Filippi, Francesca",Francesca,female,0.9999873243455308,True,1,MiraMap: A We-Government Tool for Smart Peripheries in Smart Cities,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Giacomo, Giuseppe",Giuseppe,male,0.9998656437376092,True,4,Monitoring Constraints and Metaconstraints with Temporal Logics on Finite Traces,Foundations of data-aware process analysis: a database theory perspective,AI-augmented Business Process Management Systems: A Research Manifesto,A tool for declarative Trace Alignment via automated planning[Formula presented],$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Guzmán, Ignacio García-Rodríguez",Ignacio,male,0.9999054231007376,True,4,Execution measurement-driven continuous improvement of business processes implemented by services,Business Process Service Oriented Methodology (BPSOM) with service generation in SoaML,Tool support for service oriented development from business processes,Application of service-oriented computing and model-driven development paradigms to business processes: A systematic review,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De La Cal, Enrique",Enrique,male,0.9985890391614564,True,1,Optimising operational costs using Soft Computing techniques,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Lellis, Angela",Angela,female,0.9999936221211898,True,2,The Impact of Information System: A Network Analysis Perspective,Business process analysis and change management: The role of material resource planning and discrete-event simulation,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Leonardis, Pierpaolo",Pierpaolo,male,0.9999162476283489,True,1,Project IAAP: An Overview on Optimizing Business Process in Smart Enterprises,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Leoni, Massimiliano",Massimiliano,male,0.9997809476578168,True,4,An alignment-based framework to check the conformance of declarative process models and to preprocess event-log data,A recommendation system for predicting risks across multiple business process instances,A software framework for risk-aware business process management,Aligning event logs and declarative process models for conformance checking,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Lima Cavalcanti Felix, Adelnei",Adelnei,male,0.5504755451819885,False,1,BPM governance: An exploratory study in public organizations,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Lima, E. Pinheiro",,unknown,0.0,False,1,Sustainability standards and guidelines requirements for integrated management,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Lima, Edson Pinheiro",Edson,male,0.999986779292972,True,1,Associative data-process model in manufacturing systems: Application case in automotive industry,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Lima, Inacia Bezerra",Inacia,female,0.99970368014012,True,2,Mental health indicators in the hospitalization process in a Brazilian psychosocial care network,Proposal for selection of mental health indicators in the management of health networks: From heuristic to process modeling,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Luise, Aldo",Aldo,male,0.9999677563708546,True,1,Supporting Doctors through Mobile Multimodal Interaction and Process-Aware Execution of Clinical Guidelines,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Maio, Carmen",Carmen,female,0.9959647241082684,True,1,A framework for context-aware heterogeneous group decision making in business processes,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Masellis, Riccardo",Riccardo,male,0.9999560019879112,True,6,Monitoring Constraints and Metaconstraints with Temporal Logics on Finite Traces,Business artifacts with guard-stage-milestone lifecycles: managing artifact interactions with conditions and events,Discovering hybrid process models with bounds on time and complexity: When to be formal and when not?,Solving reachability problems on data-aware workflows,Learning hybrid process models from events process discovery without faking confidence,Add data into business process verification: Bridging the gap between theory and practice,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Moreira Bohnenberger, Nicolas Mauro",Nicolas,male,0.9999785911728512,True,1,A Semi-Automated Approach to Process Discovery from Multiple Natural Language Documents,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Oliveira, Hilda Carvalho",Hilda,female,0.9999943919023871,True,1,Ontology on the level g of the software process model MPS.Br to assist business processes modeling,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Oliveira, José Palazzo M.",José,male,0.9960913709996708,True,1,Towards guiding process modelers depending upon their expertise levels,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Oliveira, Marcos Paulo Valadares",Marcos,male,0.9999676793806924,True,2,Performance indicators and their relationship with organizational strategy a study in brazilian companies,"Business analytics, process maturity and supply chain performance",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Pádua, Silvia Dallavalle",Silvia,female,0.9999810313224872,True,1,Proposal for selection of mental health indicators in the management of health networks: From heuristic to process modeling,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Ramón-Fernández, Alberto",Alberto,male,0.9998864566720465,True,1,Business process management for the Crohn’s disease clinical process,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Ruvo, Giuseppe",Giuseppe,male,0.9998656437376092,True,1,Powerful Equivalence Checking in the Bank Supply Process,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
